siteId,date,rain,wetWeatherOrBaseflow,wetWeatherOrBaseflowRecoded,ph,temp,do,bod,bodPercent,chlorides,spc,tds,ecoli,nitrates,phosphorus,turbidity,tss,flow
sjrbc-38,2016-09-30,Y,1,WW,7.73,20.1,9.14,1.2,13.13,6.3,473,260,50,0.5,0.05,1,2,1.445
sjrbc-38,2016-10-31,Y,1,WW,7.93,14.8,9.37,0.7,7.47,5.9,463,255,50,0.5,0.05,1,2,1.286
sjrbc-38,2016-11-30,Y,1,WW,7.83,11.8,9.53,0.5,5.25,5.8,461,254,50,0.5,0.05,1,2,0.978
sjrbc-38,2016-12-29,N,1,WW,7.84,1.9,10.18,0.3,2.95,7.3,467,257,50,0.4,0.04,1,2,1.112
sjrbc-38,2017-01-31,Y,1,WW,7.83,1.9,10.41,0.3,2.88,7.1,461,254,100,0.7,0.07,4,11,3.443
sjrbc-38,2017-02-28,Y,1,WW,7.68,5.9,10.22,0.7,6.85,7.2,460,253,150,0.8,0.08,4,11,15.442
sjrbc-38,2017-03-31,Y,1,WW,7.89,12.1,9.39,0.9,9.58,8.4,487,268,200,0.9,0.09,4,15,17.45
sjrbc-39,2016-04-30,Y,1,WW,8.07,14.6,9.76,1.2,12.3,8.9,503,277,100,0.9,0.11,3,8,2.227
sjrbc-39,2016-05-31,N,0,BF,8.02,16.9,8.78,1.4,15.95,8.3,494,272,100,0.8,0.09,2,6,2.003
sjrbc-39,2016-06-30,N,0,BF,7.37,17.6,6.33,1.4,22.12,6.5,494,272,100,0.7,0.07,2,4,1.684
sjrbc-39,2016-07-31,N,0,BF,7.56,24.3,7.65,1.4,18.3,6.5,491,270,50,0.6,0.05,1,2,0.154
sjrbc-39,2016-08-31,Y,1,WW,7.55,22.5,7.68,1.4,18.23,6.4,491,270,100,0.6,0.07,2,4,3.232
sjrbc-39,2016-09-30,Y,1,WW,7.48,20.1,7.79,1.2,15.4,6.1,479,263,100,0.5,0.05,1,2,2.978
sjrbc-39,2016-10-31,Y,1,WW,7.72,14.7,8.13,0.6,7.38,5.7,468,257,100,0.5,0.05,1,2,2.327
sjrbc-39,2016-11-30,Y,1,WW,7.66,12.3,8.89,0.5,5.62,5.7,464,255,50,0.5,0.04,1,2,1.572
sjrbc-39,2016-12-29,N,1,WW,7.61,1.9,9.91,0.3,3.03,7.1,471,259,50,0.4,0.03,1,2,1.706
sjrbc-39,2017-01-31,Y,1,WW,7.63,1.7,10.19,0.3,2.94,6.6,459,252,100,0.7,0.09,3,8,3.99
sjrbc-39,2017-02-28,Y,1,WW,7.61,6.2,10.06,0.7,6.96,6.8,453,249,100,0.8,0.09,3,8,2.016
sjrbc-39,2017-03-31,Y,1,WW,7.91,11.5,9.81,0.8,8.15,8.8,477,262,100,0.9,0.11,4,9,2.457
sjrbc-40,2016-04-30,Y,1,WW,8.03,15.8,9.02,1.3,14.41,9.5,521,287,200,0.7,0.07,3,10,53.946
sjrbc-40,2016-05-31,N,0,BF,8.05,18.2,8.66,1.4,16.67,8.6,516,284,150,0.8,0.06,2,8,47.663
sjrbc-40,2016-06-30,N,0,BF,7.19,19.3,7.24,1.4,19.34,7.4,511,281,100,0.5,0.04,2,5,43.117
sjrbc-40,2016-07-31,N,0,BF,7.88,25.6,8.21,1.4,17.05,7.1,513,282,50,0.5,0.04,1,2,11.987
sjrbc-40,2016-08-31,Y,1,WW,7.79,23.6,8.21,1.3,15.83,6.9,513,282,100,0.7,0.05,2,4,39.344
sjrbc-40,2016-09-30,Y,1,WW,7.71,21.8,8.32,1.1,13.22,6.7,489,269,100,0.5,0.05,1,2,34.327
sjrbc-40,2016-10-31,Y,1,WW,8.01,15.6,8.55,0.7,8.19,6.3,477,262,100,0.5,0.05,1,2,29.899
sjrbc-40,2016-11-30,Y,1,WW,7.86,13.5,10.15,0.5,4.93,6.1,469,258,100,0.5,0.05,1,2,23.573
sjrbc-40,2016-12-29,N,1,WW,7.85,2.3,10.44,0.3,2.87,8.4,474,261,50,0.4,0.04,1,2,25.231
sjrbc-40,2017-01-31,Y,1,WW,7.88,2.2,11.23,0.3,2.67,7.9,462,254,200,0.7,0.07,3,9,34.011
sjrbc-40,2017-02-28,Y,1,WW,7.57,7.8,10.85,0.8,7.37,7.9,457,251,250,0.7,0.07,5,14,49.507
sjrbc-40,2017-03-31,Y,1,WW,7.78,12.2,9.27,0.9,9.71,9.2,486,267,200,0.8,0.07,3,12,55.336
sjrbc-41,2016-04-30,Y,1,WW,7.99,15.8,9.74,1.3,13.35,9.1,518,285,100,1.1,0.14,3,9,4.731
sjrbc-41,2016-05-31,N,0,BF,8.02,18.3,8.97,1.3,14.49,8.7,502,276,100,1.1,0.13,2,8,4.119
sjrbc-41,2016-06-30,N,0,BF,7.31,19.2,7.11,1.4,19.69,7.7,512,282,100,0.9,0.11,2,5,3.803
sjrbc-41,2016-07-31,N,0,BF,7.98,26.4,8.23,1.4,17.01,7.1,509,280,50,0.6,0.08,1,2,0.388
sjrbc-41,2016-08-31,Y,1,WW,7.81,24.1,8.34,1.4,16.79,6.8,509,280,100,0.6,0.08,2,4,4.113
sjrbc-41,2016-09-30,Y,1,WW,7.59,21.9,8.41,1.3,15.46,6.4,492,271,50,0.5,0.06,1,2,3.801
sjrbc-41,2016-10-31,Y,1,WW,7.84,15.5,8.57,0.9,10.5,6.1,481,265,50,0.5,0.05,1,2,3.144
sjrbc-41,2016-11-30,Y,1,WW,7.73,13.1,9.13,0.7,7.67,5.9,476,262,50,0.5,0.04,1,2,2.592
sjrbc-41,2016-12-29,N,1,WW,7.69,2.4,10.16,0.5,4.92,8.2,483,266,50,0.5,0.04,1,2,2.631
sjrbc-41,2017-01-31,Y,1,WW,7.73,2.2,11.11,0.5,4.5,7.9,461,254,100,0.8,0.11,3,9,4.731
sjrbc-41,2017-02-28,Y,1,WW,7.66,7.5,10.74,0.8,7.45,8.1,452,249,100,0.9,0.11,4,11,4.194
sjrbc-41,2017-03-31,Y,1,WW,7.93,12.2,9.86,0.9,9.13,8.9,473,260,100,1.1,0.11,4,9,4.902
sjrbc-42,2016-04-30,Y,1,WW,8.1,15.4,10.15,1.1,18.84,8.9,498,274,500,1.5,0.24,3,9,1.856
sjrbc-42,2016-05-31,N,0,BF,8.09,17.7,9.54,1.3,13.63,8.1,488,268,300,1.4,0.19,2,8,1.545
sjrbc-42,2016-06-30,N,0,BF,7.51,18.9,8.23,1.2,14.58,6.5,482,265,150,1.1,0.14,2,6,1.231
sjrbc-42,2016-07-31,N,0,BF,8.11,24.3,8.23,1.4,17.01,6.4,483,266,50,0.8,0.09,1,2,0.231
sjrbc-42,2016-08-31,Y,1,WW,8.01,22.2,8.33,1.3,15.61,6.3,483,266,100,0.9,0.09,2,5,2.679
sjrbc-42,2016-09-30,Y,1,WW,7.55,19.9,8.45,1.2,14.2,6.1,477,262,50,0.7,0.07,1,5,2.324
sjrbc-42,2016-10-31,Y,1,WW,7.84,14.9,8.79,0.7,7.96,5.9,467,257,50,0.6,0.06,1,3,1.784
sjrbc-42,2016-11-30,Y,1,WW,7.81,13.3,9.84,0.7,7.11,5.6,461,254,50,0.4,0.04,1,2,1.233
sjrbc-42,2016-12-29,N,1,WW,7.77,2.2,10.47,0.5,4.78,7.7,463,255,50,0.4,0.04,1,2,1.307
sjrbc-42,2017-01-31,Y,1,WW,7.76,2.1,11.76,0.5,4.25,7.4,443,244,250,1.1,0.16,3,9,3.004
sjrbc-42,2017-02-28,Y,1,WW,7.43,7.9,11.02,0.9,8.17,7.3,436,240,250,1.3,0.16,3,9,1.671
sjrbc-42,2017-03-31,Y,1,WW,7.86,12.1,10.27,1,9.74,8.6,459,252,200,1.3,0.21,3,9,2.01
sjrbc-43,2016-04-30,Y,1,WW,8.2,15.2,10.15,1.3,12.81,8.7,513,282,150,1.1,0.17,3,9,1.386
sjrbc-43,2016-05-31,N,0,BF,8.17,17.5,9.39,1.3,13.84,8.1,503,277,150,0.9,0.15,2,7,1.197
sjrbc-43,2016-06-30,N,0,BF,7.65,18.7,8.34,1.4,16.79,6.8,497,273,100,0.6,0.11,2,4,0.994
sjrbc-43,2016-07-31,N,0,BF,8.11,25.4,8.56,1.4,16.36,6.4,499,274,50,0.5,0.09,1,2,0.994
sjrbc-43,2016-08-31,Y,1,WW,8.02,23.1,8.31,1.4,16.85,6.2,499,274,100,0.6,0.09,2,5,3.22
sjrbc-43,2016-09-30,Y,1,WW,7.81,20.8,8.56,1.2,14.02,5.9,484,266,50,0.4,0.07,1,5,2.775
sjrbc-43,2016-10-31,Y,1,WW,8.03,14.9,8.83,0.7,7.93,5.8,481,265,50,0.4,0.05,1,3,2.256
sjrbc-43,2016-11-30,Y,1,WW,7.97,13.3,9.96,0.7,7.03,5.5,478,263,50,0.4,0.05,1,2,1.347
sjrbc-43,2016-12-29,N,1,WW,7.81,2.3,10.26,0.4,3.9,7.9,485,267,50,0.4,0.03,1,2,1.511
sjrbc-43,2017-01-31,Y,1,WW,7.82,2.1,11.34,0.4,3.53,7.3,472,260,150,0.9,0.11,3,9,3.276
sjrbc-43,2017-02-28,Y,1,WW,7.6,7.6,10.89,0.9,8.26,7.4,468,257,200,0.9,0.11,3,9,1.304
sjrbc-43,2017-03-31,Y,1,WW,8.11,12.2,10.29,0.9,8.75,8.3,492,271,200,1.1,0.15,4,10,1.593
sjrbc-44,2016-04-30,Y,1,WW,8.16,15.3,9.97,1.2,12.04,9.1,495,272,100,0.9,0.11,2,6,1.879
sjrbc-44,2016-05-31,N,0,BF,8.08,17.9,9.44,1.3,13.77,8.6,489,269,100,0.8,0.11,2,5,1.21
sjrbc-44,2016-06-30,N,0,BF,7.73,19.1,8.51,1.4,16.45,7.2,493,271,50,0.5,0.09,2,4,0.989
sjrbc-44,2016-07-31,N,0,BF,7.87,23.1,8.67,1.4,16.15,6.9,488,268,50,0.4,0.08,1,2,0.022
sjrbc-44,2016-08-31,Y,1,WW,7.86,21.3,8.55,1.3,15.2,6.7,488,268,50,0.6,0.08,2,5,2.998
sjrbc-44,2016-09-30,Y,1,WW,7.72,19.1,8.59,1.1,12.81,6.6,481,265,50,0.4,0.06,1,5,2.499
sjrbc-44,2016-10-31,Y,1,WW,8,14.7,8.92,0.6,6.73,6.4,479,263,50,0.4,0.04,1,4,1.893
sjrbc-44,2016-11-30,Y,1,WW,7.85,13.1,10.04,0.6,5.98,6.1,473,260,50,0.4,0.04,1,2,1.409
sjrbc-44,2016-12-29,N,1,WW,7.85,2.2,10.38,0.4,3.85,8.5,481,265,50,0.4,0.03,1,2,1.577
sjrbc-44,2017-01-31,Y,1,WW,7.86,2.1,11.29,0.4,3.54,8.1,469,258,100,0.7,0.09,2,6,3.33
sjrbc-44,2017-02-28,Y,1,WW,7.82,7.8,10.72,0.8,7.46,8.1,465,256,100,0.8,0.09,38,6,1.726
sjrbc-44,2017-03-31,Y,1,WW,8.02,12.2,10.05,1,9.95,8.7,489,269,100,0.8,0.11,4,7,2.1
sjrbc-45,2016-04-30,Y,1,WW,8.11,15.7,9.07,1.3,14.33,8.9,517,284,200,0.9,0.11,5,13,62.735
sjrbc-45,2016-05-31,N,0,BF,8.05,18.1,8.61,1.4,16.6,8.3,491,270,150,0.9,0.1,4,11,56.729
sjrbc-45,2016-06-30,N,0,BF,6.81,19.2,7.17,1.2,16.74,6.9,495,282,100,0.6,0.07,3,7,52.337
sjrbc-45,2016-07-31,N,0,BF,7.34,24.8,7.23,1.5,20.75,6.6,497,273,50,0.4,0.07,1,2,14.979
sjrbc-45,2016-08-31,Y,1,WW,7.29,22.3,7.56,1.3,17.2,6.6,497,273,100,0.6,0.08,2,3,43.213
sjrbc-45,2016-09-30,Y,1,WW,7.67,21.7,7.62,1.1,14.44,6.6,492,271,100,0.5,0.07,1,3,38.985
sjrbc-45,2016-10-31,Y,1,WW,7.96,15.9,7.99,0.6,7.51,6.5,482,265,100,0.4,0.06,1,3,32.767
sjrbc-45,2016-11-30,Y,1,WW,7.94,13.5,9.08,0.6,6.61,6.3,479,263,100,0.4,0.05,1,2,26.482
sjrbc-45,2016-12-29,N,1,WW,7.94,2.3,9.97,0.3,3.01,8.3,487,268,50,0.4,0.04,1,2,28.001
sjrbc-45,2017-01-31,Y,1,WW,7.96,2.1,10.55,0.3,2.84,8.1,457,251,200,0.9,0.09,411,13,39.999
sjrbc-45,2017-02-28,Y,1,WW,7.93,7.3,10.24,0.8,7.81,8.1,452,249,200,0.9,0.09,6,16,55.395
sjrbc-45,2017-03-31,Y,1,WW,8.03,12.3,9.31,0.9,9.67,8.8,479,263,200,0.9,0.09,5,14,67.011
sjrbc-46,2016-04-30,Y,1,WW,8.1,15.1,9.88,1.1,11.13,8.2,523,288,50,1.4,0.13,3,8,7.582
sjrbc-46,2016-05-31,N,0,BF,7.99,18.1,9.17,1.2,13.09,7.9,519,285,50,1.1,0.12,3,8,6.883
sjrbc-46,2016-06-30,N,0,BF,7.31,18.9,7.62,1.2,15.75,6.9,513,282,50,0.8,0.09,2,5,5.991
sjrbc-46,2016-07-31,N,0,BF,7.45,24.2,7.45,1.4,18.79,6.7,521,287,50,0.6,0.07,1,2,1.121
sjrbc-46,2016-08-31,Y,1,WW,7.23,22.1,7.49,1.3,17.36,6.7,521,287,50,0.6,0.08,2,3,6.741
sjrbc-46,2016-09-30,Y,1,WW,7.18,19.9,7.66,1.1,14.36,6.6,513,282,50,0.5,0.05,1,3,5.777
sjrbc-46,2016-10-31,Y,1,WW,7.35,15.1,9.94,0.6,6.04,6.3,503,277,50,0.5,0.05,1,3,4.802
sjrbc-46,2016-11-30,Y,1,WW,7.31,12.8,10.34,0.6,5.8,6.3,497,273,50,0.5,0.04,1,2,3.794
sjrbc-46,2016-12-29,N,1,WW,7.33,2.1,10.65,0.3,2.82,8.1,503,277,50,0.4,0.04,1,2,3.992
sjrbc-46,2017-01-31,Y,1,WW,7.38,1.8,10.93,0.3,2.74,7.8,488,268,100,0.7,0.11,3,8,5.507
sjrbc-46,2017-02-28,Y,1,WW,7.37,6.7,10.44,0.7,6.7,7.9,486,267,150,0.7,0.11,4,12,6.287
sjrbc-46,2017-03-31,Y,1,WW,8.01,12.1,10.12,0.9,8.89,7.9,499,274,150,1.2,0.11,4,9,7.907
sjrbc-47,2016-04-30,Y,1,WW,7.99,14.8,10.15,1.1,10.84,8.2,519,285,50,0.8,0.09,2,6,7.946
sjrbc-47,2016-05-31,N,0,BF,7.97,17.3,9.66,1.3,13.46,7.7,501,276,50,0.8,0.09,2,5,7.237
sjrbc-47,2016-06-30,N,0,BF,7.15,18.3,8.21,1.2,14.62,6.8,504,277,50,0.6,0.07,2,4,6.593
sjrbc-47,2016-07-31,N,0,BF,7.29,24.5,8.34,1.4,16.79,6.5,511,281,50,0.4,0.07,1,2,1.978
sjrbc-47,2016-08-31,Y,1,WW,7.12,22.3,8.51,1.4,16.45,6.5,511,281,50,0.5,0.08,2,4,7.252
sjrbc-47,2016-09-30,Y,1,WW,7.11,19.9,8.52,1.1,12.91,6.4,507,279,50,0.4,0.05,1,2,6.638
sjrbc-47,2016-10-31,Y,1,WW,7.4,14.8,8.75,0.7,8,6.1,497,273,50,0.4,0.05,1,2,4.909
sjrbc-47,2016-11-30,Y,1,WW,7.27,12.2,9.45,0.6,6.35,5.8,494,272,50,0.4,0.04,1,2,3.799
sjrbc-47,2016-12-29,N,1,WW,7.29,1.9,10.27,0.4,3.89,7.2,511,281,50,0.4,0.04,1,2,3.994
sjrbc-47,2017-01-31,Y,1,WW,7.33,1.7,11.09,0.4,3.61,6.7,497,273,50,0.5,0.06,2,6,6.003
sjrbc-47,2017-02-28,Y,1,WW,7.21,7.1,10.63,0.7,6.59,7.1,494,272,100,0.7,0.07,3,7,7.205
sjrbc-47,2017-03-31,Y,1,WW,7.98,11.5,10.25,0.9,8.78,7.9,505,278,100,0.7,0.09,3,7,8.234
sjrbc-48,2016-04-30,Y,1,WW,8.41,16.3,9.82,1.3,13.24,9.2,573,315,100,1.3,0.14,2,6,2.457
sjrbc-48,2016-05-31,N,0,BF,8.28,18.6,9.32,1.3,13.85,7.9,555,305,100,1.1,0.13,2,5,2.219
sjrbc-48,2016-06-30,N,0,BF,7.76,19.8,7.88,1.3,16.5,7.9,548,301,50,0.9,0.11,2,4,1.895
sjrbc-48,2016-07-31,N,0,BF,7.89,24.2,7.99,1.5,18.77,7.3,545,300,50,0.5,0.07,1,2,0.899
sjrbc-48,2016-08-31,Y,1,WW,7.54,22.1,7.89,1.4,17.74,7.1,545,300,50,0.5,0.08,2,4,6.354
sjrbc-48,2016-09-30,Y,1,WW,7.46,18.7,7.97,1.1,13.8,6.8,537,295,50,0.5,0.06,1,2,5.557
sjrbc-48,2016-10-31,Y,1,WW,7.67,14.3,8.45,0.7,8.28,6.6,524,288,50,0.5,0.05,1,2,4.345
sjrbc-48,2016-11-30,Y,1,WW,7.66,11.9,9.51,0.6,6.31,6.4,517,284,50,0.4,0.04,1,2,3.661
sjrbc-48,2016-12-29,N,1,WW,7.62,1.8,10.33,0.4,3.87,7.9,523,288,50,0.4,0.04,1,2,3.829
sjrbc-48,2017-01-31,Y,1,WW,7.63,1.6,11.27,0.4,3.55,7.3,509,280,100,1.1,0.11,2,7,6.135
sjrbc-48,2017-02-28,Y,1,WW,7.42,7.2,10.75,0.8,7.44,7.3,497,273,100,1.1,0.11,3,8,2.29
sjrbc-48,2017-03-31,Y,1,WW,8.23,13.1,9.99,0.8,8.01,8.7,511,281,100,1.1,0.13,3,8,2.881
sjrbc-49,2016-04-30,Y,1,WW,8.39,16.1,9.74,1.2,12.32,9.1,568,312,100,1.2,0.12,2,6,2.232
sjrbc-49,2016-05-31,N,0,BF,8.29,18.3,8.99,1.4,15.57,8.2,537,295,100,1.2,0.11,2,5,1.996
sjrbc-49,2016-06-30,N,0,BF,7.57,19.2,7.34,1.3,17.71,8.2,539,296,50,0.9,0.08,2,5,1.593
sjrbc-49,2016-07-31,N,0,BF,7.78,24.3,7.54,1.4,18.57,7.8,538,296,50,0.6,0.06,1,2,0.873
sjrbc-49,2016-08-31,Y,1,WW,7.61,22.1,7.54,1.4,18.57,7.4,538,296,50,0.6,0.08,2,3,6.335
sjrbc-49,2016-09-30,Y,1,WW,7.53,19.3,7.66,1.2,15.67,7.1,534,294,50,0.5,0.06,1,3,5.482
sjrbc-49,2016-10-31,Y,1,WW,7.71,14.4,8.17,0.8,9.79,6.9,522,287,50,0.4,0.06,1,2,4.333
sjrbc-49,2016-11-30,Y,1,WW,7.69,11.9,8.99,0.6,6.67,6.4,515,283,50,0.4,0.04,1,2,3.496
sjrbc-49,2016-12-29,N,1,WW,7.67,1.8,10.03,0.4,3.99,8.1,519,285,50,0.4,0.04,1,2,3.673
sjrbc-49,2017-01-31,Y,1,WW,7.69,1.7,10.86,0.4,3.68,7.6,492,271,100,1.2,0.11,2,6,5.997
sjrbc-49,2017-02-28,Y,1,WW,7.58,7.2,10.56,0.8,7.58,7.5,491,270,100,1.2,0.11,3,8,2.001
sjrbc-49,2017-03-31,Y,1,WW,8.27,13.1,9.83,0.9,9.16,8.8,517,284,100,1.2,0.11,3,6,2.704
sjrbc-50,2016-04-30,Y,1,WW,8.39,17.1,10.27,1.2,11.68,8.4,497,273,100,1.1,0.11,3,9,1.932
sjrbc-50,2016-05-31,N,0,BF,8.27,19.5,9.33,1.4,15.01,8.1,492,271,100,1.1,0.11,2,7,1.644
sjrbc-50,2016-06-30,N,0,BF,7.55,20.3,7.25,1.3,17.93,8.1,502,276,50,0.8,0.08,2,5,1.439
sjrbc-50,2016-07-31,N,0,BF,7.83,24.3,7.34,1.4,19.07,7.7,504,277,50,0.6,0.06,1,2,0.434
sjrbc-50,2016-08-31,Y,1,WW,7.69,22.1,7.45,1.3,17.45,7.5,504,277,50,0.6,0.08,2,5,6.792
sjrbc-50,2016-09-30,Y,1,WW,7.62,19.4,7.66,1.1,14.36,7.2,494,272,50,0.5,0.06,1,3,6.111
sjrbc-50,2016-10-31,Y,1,WW,7.89,14.3,8.23,0.6,7.29,6.9,476,262,50,0.5,0.06,1,2,3.011
sjrbc-50,2016-11-30,Y,1,WW,7.82,11.8,8.93,0.6,6.72,6.5,471,259,50,0.4,0.04,1,2,2.403
sjrbc-50,2016-12-29,N,1,WW,7.79,1.9,10.17,0.4,3.93,8.3,482,265,50,0.4,0.04,1,2,2.652
sjrbc-50,2017-01-31,Y,1,WW,7.82,1.7,10.98,0.4,3.64,7.8,470,259,100,1.1,0.11,3,8,4.813
sjrbc-50,2017-02-28,Y,1,WW,7.79,7.1,10.53,0.7,6.65,7.9,461,254,100,1.2,0.11,4,11,1.769
sjrbc-50,2017-03-31,Y,1,WW,8.29,13.9,10.33,0.9,8.71,8.1,493,271,100,0.9,0.11,3,12,2.211
